"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9RJ5HBG8","bookSection","2005","Regnell, Björn; Brinkkemper, Sjaak","Market-Driven Requirements Engineering for Software Products","Engineering and Managing Software Requirements","978-3-540-28244-0","","","https://doi.org/10.1007/3-540-28244-0_13","An increasing part of software development is devoted to products that are offered to an open market with many customers. Market-driven development imposes special challenges for the requirements engineering process. This chapter provides an overview of the special characteristics of market-driven requirements engineering and describes the most important challenges of the area. Key elements of market-driven requirements engineering processes are presented together with a definition of process quality. Requirements state models and requirements repositories are also described and examples of typical solutions to progress tracking and data management are provided. The difficult problem of release planning is also discussed and an industrial example of a release planning process is given.","2005","2023-05-07 18:45:24","2023-05-07 18:45:24","2023-05-07 18:45:24","287-308","","","","","","","","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","DOI: 10.1007/3-540-28244-0_13","","","","","Release planning; Process improvement; Market-driven requirements engineering; Process quality; Product software; Requirements selection","Aurum, Aybüke; Wohlin, Claes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VXBES87","journalArticle","2008","Haley, Charles; Laney, Robin; Moffett, Jonathan; Nuseibeh, Bashar","Security Requirements Engineering: A Framework for Representation and Analysis","IEEE Transactions on Software Engineering","","1939-3520","10.1109/TSE.2007.70754","","This paper presents a framework for security requirements elicitation and analysis. The framework is based on constructing a context for the system, representing security requirements as constraints, and developing satisfaction arguments for the security requirements. The system context is described using a problem-oriented notation, then is validated against the security requirements through construction of a satisfaction argument. The satisfaction argument consists of two parts: a formal argument that the system can meet its security requirements and a structured informal argument supporting the assumptions expressed in the formal argument. The construction of the satisfaction argument may fail, revealing either that the security requirement cannot be satisfied in the context or that the context does not contain sufficient information to develop the argument. In this case, designers and architects are asked to provide additional design information to resolve the problems. We evaluate the framework by applying it to a security requirements analysis within an air traffic control technology evaluation project.","2008-01","2023-05-07 18:45:46","2023-05-07 18:45:46","","133-153","","1","34","","","Security Requirements Engineering","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Software Engineering","","C:\Users\gabra\Zotero\storage\MUII9BWN\Haley et al. - 2008 - Security Requirements Engineering A Framework for.pdf; C:\Users\gabra\Zotero\storage\8SB4DG5H\4359475.html","","","Software engineering; Internet; Application software; Information security; Computer security; Security; Requirements/Specifications; Air traffic control; Computer Society; Credit cards; Data security; Software/Software Engineering; Statistics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MLXAUAL9","journalArticle","2010","Houmb, Siv Hilde; Islam, Shareeful; Knauss, Eric; Jürjens, Jan; Schneider, Kurt","Eliciting security requirements and tracing them to design: an integration of Common Criteria, heuristics, and UMLsec","Requirements Engineering","","1432-010X","10.1007/s00766-009-0093-9","https://doi.org/10.1007/s00766-009-0093-9","Building secure systems is difficult for many reasons. This paper deals with two of the main challenges: (i) the lack of security expertise in development teams and (ii) the inadequacy of existing methodologies to support developers who are not security experts. The security standard ISO 14508 Common Criteria (CC) together with secure design techniques such as UMLsec can provide the security expertise, knowledge, and guidelines that are needed. However, security expertise and guidelines are not stated explicitly in the CC. They are rather phrased in security domain terminology and difficult to understand for developers. This means that some general security and secure design expertise are required to fully take advantage of the CC and UMLsec. In addition, there is the problem of tracing security requirements and objectives into solution design, which is needed for proof of requirements fulfilment. This paper describes a security requirements engineering methodology called SecReq. SecReq combines three techniques: the CC, the heuristic requirements editor HeRA, and UMLsec. SecReq makes systematic use of the security engineering knowledge contained in the CC and UMLsec, as well as security-related heuristics in the HeRA tool. The integrated SecReq method supports early detection of security-related issues (HeRA), their systematic refinement guided by the CC, and the ability to trace security requirements into UML design models. A feedback loop helps reusing experience within SecReq and turns the approach into an iterative process for the secure system life-cycle, also in the presence of system evolution.","2010-03-01","2023-05-07 18:45:53","2023-05-07 18:45:53","2023-05-07 18:45:53","63-93","","1","15","","Requirements Eng","Eliciting security requirements and tracing them to design","","","","","","","en","","","","","Springer Link","","","","","","","Common Criteria (CC); Heuristics; Secure design; Security requirement elicitation; UMLsec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FZJRSU4","journalArticle","2018","Pacheco, Carla; García, Ivan; Reyes, Miryam","Requirements elicitation techniques: a systematic literature review based on the maturity of the techniques","IET Software","","1751-8814","10.1049/iet-sen.2017.0144","https://onlinelibrary.wiley.com/doi/abs/10.1049/iet-sen.2017.0144","Requirements elicitation is a critical activity that forms part of the requirements engineering process because it has to discover what the software must do through a solid understanding of the wishes and needs of the various stakeholders and to transform them into software requirements. However, in spite of its relevance, there are only a few systematic literature reviews that provide scientific evidence about the effectiveness of the techniques used to elicit software requirements. This study presents a systematic review of relevant literature on requirements elicitation techniques, from 1993 to 2015, by addressing two research questions: Which mature techniques are currently used for eliciting software requirements? and Which mature techniques improve the elicitation effectiveness? Prior literature assumes that such ‘maturity’ leads to a better-quality understanding of stakeholders’ desires and needs, and thus an increased likelihood that a resulting software will satisfy those requirements. This research paper found 140 studies to answer these questions. The findings describe which elicitation techniques are effective and in which situations they work best, taking into account the product which must be developed, the stakeholders’ characteristics, the type of information obtained, among other factors.","2018","2023-05-07 18:46:18","2023-05-07 18:46:18","2023-05-07 18:46:18","365-378","","4","12","","","Requirements elicitation techniques","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1049/iet-sen.2017.0144","","C:\Users\gabra\Zotero\storage\JLI33QKW\Pacheco et al. - 2018 - Requirements elicitation techniques a systematic .pdf","","","requirements elicitation; systems analysis; software requirements; formal specification; requirements engineering process; formal verification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2FWM325","journalArticle","2005","Beecham, Sarah; Hall, Tracy; Britton, Carol; Cottee, Michaela; Rainer, Austen","Using an expert panel to validate a requirements process improvement model","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2004.06.004","https://www.sciencedirect.com/science/article/pii/S0164121204000974","In this paper we present components of a newly developed software process improvement model that aims to represent key practices in requirements engineering (RE). Our model is developed in response to practitioner needs highlighted in our empirical work with UK software development companies. We have now reached the stage in model development where we need some independent feedback as to how well our model meets our objectives. We perform this validation through involving a group of software process improvement and RE experts in examining our RE model components and completing a detailed questionnaire. A major part of this paper is devoted to explaining our validation methodology. There is very little in the literature that directly relates to how process models have been validated, therefore providing this transparency will benefit both the research community and practitioners. The validation methodology and the model itself contribute towards a better understanding of modelling RE processes.","2005-06-01","2023-05-07 18:46:27","2023-05-07 18:46:27","2023-05-07 18:46:27","251-275","","3","76","","Journal of Systems and Software","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\D3DEY4GB\S0164121204000974.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BKECHWA","conferencePaper","2003","Ruhe, Günther","Software Engineering Decision Support – A New Paradigm for Learning Software Organizations","Advances in Learning Software Organizations","978-3-540-40052-3","","10.1007/978-3-540-40052-3_10","","Software development and evolution is characterized by multiple objectives and constraints, by a huge amount of uncertainty, incomplete information and changing problem parameters. Success of software development very much depends on providing the right knowledge at the right time, at the right place, and for the appropriate person. Experience factory and organizational learning approaches are increasingly used to improve software development practices.","2003","2023-05-07 18:47:11","2023-05-07 18:47:11","","104-113","","","","","","","Lecture Notes in Computer Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","","","","Software Engineering; Software Development; Decision Support; Software Engineer; Software Organization","Henninger, Scott; Maurer, Frank","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S95ER52D","journalArticle","","ةيلك, تامولعملا ايجولونكت; ةهجلا, ةردصملا; ةدامع, ةدوجلاو ريوطتلا; ةهجلا, ةققدملا; ةعماج, ايفلداليف","Course Syllabus :جذومنلا مسا","","","","","","","","2023-05-07 18:47:12","2023-05-07 18:47:12","","","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\gabra\Zotero\storage\8R7BDIT7\ةيلك et al. - Course Syllabus جذومنلا مسا.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFNJVCRS","conferencePaper","2000","Nuseibeh, Bashar; Easterbrook, Steve","Requirements engineering: a roadmap","Proceedings of the Conference on The Future of Software Engineering","978-1-58113-253-3","","10.1145/336512.336523","https://dl.acm.org/doi/10.1145/336512.336523","","2000-05-01","2023-05-07 18:47:17","2023-05-07 18:47:17","2023-05-07","35–46","","","","","","Requirements engineering","ICSE '00","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","C:\Users\gabra\Zotero\storage\W3N38XMX\Nuseibeh and Easterbrook - 2000 - Requirements engineering a roadmap.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AS2WEJNP","conferencePaper","2010","Ge, Xiaocheng; Paige, Richard F.; McDermid, John A.","An Iterative Approach for Development of Safety-Critical Software and Safety Arguments","2010 Agile Conference","","","10.1109/AGILE.2010.10","","The benefits ascribed to Agile methods are attractive to software engineers working in the safety-critical software domain. There is limited industrial experience and evidence of successful applications of Agile methods in this domain, however, academic research has identified some of the key challenges of their adoption and application, and has started to present feasibility studies. In this paper, we propose an iterative approach for developing safety-critical software, making two novel contributions. Firstly, we address the notion of up-front design in safety-critical software development, and describe the characteristics fan up-front design that is minimal from the perspective of achieving safety objectives. Secondly, we identify a key difficulty of using iterative development for building safety-critical software, and present a way to develop both a software system and a safety argument iteratively. We also give details of a proof-of-concept example illustrating the use of the approach.","2010-08","2023-05-07 18:50:10","2023-05-07 18:50:10","","35-43","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\4NVGJPUC\5562808.html","","","Programming; Planning; Software systems; Agile method; Hazards; Iterative development; Safety arguments; Safety-critical system; Standards","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010 Agile Conference","","","","","","","","","","","","","","",""
"QDA9H7KX","journalArticle","2008","Barney, Sebastian; Aurum, Aybüke; Wohlin, Claes","A product management challenge: Creating software product value through requirements selection","Journal of Systems Architecture","","1383-7621","10.1016/j.sysarc.2007.12.004","https://www.sciencedirect.com/science/article/pii/S1383762107001348","It is important for a software company to maximize value creation for a given investment. The purpose of requirements engineering activities is to add business value that is accounted for in terms of return on investment of a software product. This paper provides insight into the release planning processes used in the software industry to create software product value, by presenting three case studies. It examines how IT professionals perceive value creation through requirements engineering and how the release planning process is conducted to create software product value. It also presents to what degree the major stakeholders’ perspectives are represented in the decision-making process. Our findings show that the client and market base of the software product represents the most influential group in the decision to implement specific requirements. This is reflected both in terms of deciding the processes followed and the decision-making criteria applied when selecting requirements for the product. Furthermore, the management of software product value is dependant on the context in which the product exists. Factors, such as the maturity of the product, the marketplace in which it exists, and the development tools and methods available, influence the criteria that decide whether a requirement is included in a specific project or release.","2008-06-01","2023-05-07 18:50:17","2023-05-07 18:50:17","2023-05-07 18:50:17","576-593","","6","54","","Journal of Systems Architecture","A product management challenge","Selection of best papers from the 32nd EUROMICRO Conference on ‘Software Engineering and Advanced Applications’ (SEAA 2006)","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\SVRV7FCA\S1383762107001348.html","","","Requirements prioritization; Business value; Customer’s perceived value; Product value; Project value; Software release; Value-based requirements engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSNZDA3P","conferencePaper","2001","Carlshamre, P.; Sandahl, K.; Lindvall, M.; Regnell, B.; Natt och Dag, J.","An industrial survey of requirements interdependencies in software product release planning","Proceedings Fifth IEEE International Symposium on Requirements Engineering","","","10.1109/ISRE.2001.948547","","The task of finding an optimal selection of requirements for the next release of a software system is difficult as requirements may depend on each other in complex ways. The paper presents the results from an in-depth study of the interdependencies within 5 distinct sets of requirements, each including 20 high-priority requirements of 5 distinct products from 5 different companies. The results show that: (1) roughly 20% of the requirements are responsible for 75% of the interdependencies; (2) only a few requirements are singular; (3) customer-specific bespoke development tend to include more functionality- related dependencies whereas market-driven product development have an emphasis on value-related dependencies. Several strategies for reducing the effort needed for identifying and managing interdependencies are outlined. A technique for visualization of interdependencies with the aim of supporting release planning is also discussed. The complexity of requirements interdependency analysis is studied in relation to metrics of requirements coupling. Finally, a number of issues for further research are identified.","2001-08","2023-05-07 18:50:26","2023-05-07 18:50:26","","84-91","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\N52S8UWL\948547.html","","","Project management; Computer industry; Visualization; Job shop scheduling; Job production systems; Engineering management; Communication industry; Communication system software; Frequency; Strategic planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings Fifth IEEE International Symposium on Requirements Engineering","","","","","","","","","","","","","","",""
"VDB9KP4E","journalArticle","2013","Ali, Nasir; Guéhéneuc, Yann-Gaël; Antoniol, Giuliano","Trustrace: Mining Software Repositories to Improve the Accuracy of Requirement Traceability Links","IEEE Transactions on Software Engineering","","1939-3520","10.1109/TSE.2012.71","","Traceability is the only means to ensure that the source code of a system is consistent with its requirements and that all and only the specified requirements have been implemented by developers. During software maintenance and evolution, requirement traceability links become obsolete because developers do not/cannot devote effort to updating them. Yet, recovering these traceability links later is a daunting and costly task for developers. Consequently, the literature has proposed methods, techniques, and tools to recover these traceability links semi-automatically or automatically. Among the proposed techniques, the literature showed that information retrieval (IR) techniques can automatically recover traceability links between free-text requirements and source code. However, IR techniques lack accuracy (precision and recall). In this paper, we show that mining software repositories and combining mined results with IR techniques can improve the accuracy (precision and recall) of IR techniques and we propose Trustrace, a trust–based traceability recovery approach. We apply Trustrace on four medium-size open-source systems to compare the accuracy of its traceability links with those recovered using state-of-the-art IR techniques from the literature, based on the Vector Space Model and Jensen-Shannon model. The results of Trustrace are up to 22.7 percent more precise and have 7.66 percent better recall values than those of the other techniques, on average. We thus show that mining software repositories and combining the mined data with existing results from IR techniques improves the precision and recall of requirement traceability links.","2013-05","2023-05-07 18:50:35","2023-05-07 18:50:35","","725-741","","5","39","","","Trustrace","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Transactions on Software Engineering","","C:\Users\gabra\Zotero\storage\4CQCXB5W\6341764.html; C:\Users\gabra\Zotero\storage\UNVXA3K2\Ali et al. - 2013 - Trustrace Mining Software Repositories to Improve.pdf","","","Software maintenance; Traceability; Open source software; Data mining; requirements; Accuracy; experts; feature; Information retrieval; Principal component analysis; repositories; source code; trust-based model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A35YKDKN","journalArticle","2009","Patel, Chetankumar; Ramachandran, Muthu","Story Card Maturity Model (SMM): A Process Improvement Framework for Agile Requirements Engineering Practices","Journal of Software","","1796-217X","10.4304/jsw.4.5.422-435","http://www.academypublisher.com/ojs/index.php/jsw/article/view/2044","This paper describes an ongoing process to define a suitable process improvement model for story cards based requirement engineering process and practices at agile software development environments. Key features of the SMM (Story card Maturity Model) process are: solves the problems related to the story cards like requirements conflicts, missing requirements, ambiguous requirements, define standard structure of story cards, to address nonfunctional requirements from exploration phase, and the use of a simplified and tailored assessment method for story cards based requirements engineering practices based on the CMM, which is poorly addressed at CMM. CMM does not cover how the quality of the requirements engineering process should be secured or what activities should be present for the requirements engineering process to achieve a certain maturity level. It is difficult to know what is not addressed or what could be done to improve the process. We also presents how can be the identified areas of improvement from assessment can be mapped with best knowledge based story cards practices for agile software development environments.","2009-07-01","2023-05-07 18:50:37","2023-05-07 18:50:37","2023-05-07 18:50:37","422-435","","5","4","","JSW","Story Card Maturity Model (SMM)","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\gabra\Zotero\storage\5K76RQ2R\Patel and Ramachandran - 2009 - Story Card Maturity Model (SMM) A Process Improve.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REKWU8BU","journalArticle","2017","Mao, Ke; Capra, Licia; Harman, Mark; Jia, Yue","A survey of the use of crowdsourcing in software engineering","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2016.09.015","https://www.sciencedirect.com/science/article/pii/S0164121216301832","The term ‘crowdsourcing’ was initially introduced in 2006 to describe an emerging distributed problem-solving model by online workers. Since then it has been widely studied and practiced to support software engineering. In this paper we provide a comprehensive survey of the use of crowdsourcing in software engineering, seeking to cover all literature on this topic. We first review the definitions of crowdsourcing and derive our definition of Crowdsourcing Software Engineering together with its taxonomy. Then we summarise industrial crowdsourcing practice in software engineering and corresponding case studies. We further analyse the software engineering domains, tasks and applications for crowdsourcing and the platforms and stakeholders involved in realising Crowdsourced Software Engineering solutions. We conclude by exposing trends, open issues and opportunities for future research on Crowdsourced Software Engineering.","2017-04-01","2023-05-07 18:50:39","2023-05-07 18:50:39","2023-05-07 18:50:39","57-84","","","126","","Journal of Systems and Software","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\BW9V5XPC\S0164121216301832.html; C:\Users\gabra\Zotero\storage\H9AIASWJ\Mao et al. - 2017 - A survey of the use of crowdsourcing in software e.pdf","","","Crowdsourcing; Crowdsourced software engineering; Literature survey; Software crowdsourcing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDMNGUJI","journalArticle","2013","Anand, Saswat; Burke, Edmund K.; Chen, Tsong Yueh; Clark, John; Cohen, Myra B.; Grieskamp, Wolfgang; Harman, Mark; Harrold, Mary Jean; McMinn, Phil; Bertolino, Antonia; Jenny Li, J.; Zhu, Hong","An orchestrated survey of methodologies for automated software test case generation","Journal of Systems and Software","","0164-1212","10.1016/j.jss.2013.02.061","https://www.sciencedirect.com/science/article/pii/S0164121213000563","Test case generation is among the most labour-intensive tasks in software testing. It also has a strong impact on the effectiveness and efficiency of software testing. For these reasons, it has been one of the most active research topics in software testing for several decades, resulting in many different approaches and tools. This paper presents an orchestrated survey of the most prominent techniques for automatic generation of software test cases, reviewed in self-standing sections. The techniques presented include: (a) structural testing using symbolic execution, (b) model-based testing, (c) combinatorial testing, (d) random testing and its variant of adaptive random testing, and (e) search-based testing. Each section is contributed by world-renowned active researchers on the technique, and briefly covers the basic ideas underlying the method, the current state of the art, a discussion of the open research problems, and a perspective of the future development of the approach. As a whole, the paper aims at giving an introductory, up-to-date and (relatively) short overview of research in automatic test case generation, while ensuring a comprehensive and authoritative treatment.","2013-08-01","2023-05-07 18:50:42","2023-05-07 18:50:42","2023-05-07 18:50:41","1978-2001","","8","86","","Journal of Systems and Software","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\gabra\Zotero\storage\8ZTVVSZ8\S0164121213000563.html","","","Software testing; Adaptive random testing; Combinatorial testing; Model-based testing; Orchestrated survey; Search-based software testing; Symbolic execution; Test automation; Test case generation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VCZFPBE","conferencePaper","2013","Ahmad, Muhammad Ovais; Markkula, Jouni; Oivo, Markku","Kanban in software development: A systematic literature review","2013 39th Euromicro Conference on Software Engineering and Advanced Applications","","","10.1109/SEAA.2013.28","","Using of Kanban in software development is an emerging topic. This systematic literature review was conducted in order to analyze the current trend of Kanban usage in software development and to identify the obtained benefits and involved challenges. The search strategy resulted in 492 papers, of which 19 were identified as primary studies relevant to our research. The main reported benefits of using the Kanban method were improved lead time to deliver software, improved quality of software, improved communication and coordination, increased consistency of delivery, and decreased customer reported defects. The reported challenges included lack of knowledge and specialized training as well as various organizational issues. Additionally, suggested practices were extracted from the primary studies and summarized for guiding the practitioners interested in adopting Kanban. The findings of this literature review are intended for helping researchers and practitioners to gain a better understanding of the current state of Kanban usage in software development.","2013-09","2023-05-07 18:50:55","2023-05-07 18:50:55","","9-16","","","","","","Kanban in software development","","","","","","","","","","","","IEEE Xplore","","ISSN: 2376-9505","","C:\Users\gabra\Zotero\storage\REZQXNZ2\6619482.html","","","Software development management; Bibliographies; Systematics; software development; Context; Visualization; systematic literature review; kanban; lean approach; Manufacturing industries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013 39th Euromicro Conference on Software Engineering and Advanced Applications","","","","","","","","","","","","","","",""
"PUUWMIMC","conferencePaper","2007","Martin, David; Rooksby, John; Rouncefield, Mark; Sommerville, Ian","'Good' Organisational Reasons for 'Bad' Software Testing: An Ethnographic Study of Testing in a Small Software Company","29th International Conference on Software Engineering (ICSE'07)","","","10.1109/ICSE.2007.1","","In this paper we report on an ethnographic study of a small software house to discuss the practical work of software testing. Through use of two rich descriptions, we discuss that 'rigour' in systems integration testing necessarily has to be organisationally defined. Getting requirements 'right', defining 'good' test scenarios and ensuring 'proper' test coverage are activities that need to be pragmatically achieved taking account of organisational realities and constraints such as: the dynamics of customer relationships; using limited effort in an effective way; timing software releases; and creating a market. We discuss how these organisational realities shape (1) requirements testing; (2) test coverage; (3) test automation; and (4) test scenario design.","2007-05","2023-05-07 18:51:26","2023-05-07 18:51:26","","602-611","","","","","","'Good' Organisational Reasons for 'Bad' Software Testing","","","","","","","","","","","","IEEE Xplore","","ISSN: 1558-1225","","C:\Users\gabra\Zotero\storage\U42NN2FW\4222621.html","","","Software engineering; Computer industry; Automatic testing; Software testing; System testing; Computer science; Shape; Best practices; Design automation; Timing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29th International Conference on Software Engineering (ICSE'07)","","","","","","","","","","","","","","",""
"MS9KC654","conferencePaper","2010","Aasem, Muhammad; Ramzan, Muhammad; Jaffar, Arfan","Analysis and optimization of software requirements prioritization techniques","2010 International Conference on Information and Emerging Technologies","","","10.1109/ICIET.2010.5625687","","Prioritizing requirements helps the project team to understand which requirements are most important and most urgent. Based on this finding a software engineer can decide what to develop/implement in the first release and what on the coming releases. Prioritization is also a useful activity for decision making in other phases of software engineering like development, testing, and implementation. There are a number of techniques available to prioritize the requirements with their associated strengths and limitations. In this paper we will examine state of the art techniques and analyze their applicability on software requirements domain. At the end we present a framework that will help the software engineer of how to perform prioritization process by combining existing techniques and approaches.","2010-06","2023-05-07 18:51:29","2023-05-07 18:51:29","","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\gabra\Zotero\storage\ZVYHD46E\5625687.html","","","Software engineering; Requirements Engineering; Software; Planning; Decision making; Manuals; Humans; Current measurement; Prioritization Framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2010 International Conference on Information and Emerging Technologies","","","","","","","","","","","","","","",""
"SZHETZRA","journalArticle","2015","McZara, Jason; Sarkani, Shahryar; Holzer, Thomas; Eveleigh, Timothy","Software requirements prioritization and selection using linguistic tools and constraint solvers—a controlled experiment","Empirical Software Engineering","","1573-7616","10.1007/s10664-014-9334-8","https://doi.org/10.1007/s10664-014-9334-8","Implementing the entire set of requirements for a software system is often not feasible owing to time and resource limitations. A key driver for successful delivery of any software system is the ability to prioritize the large number of requirements. Prioritization of requirements is a key challenge because current methods are not scalable to handle a realistic number of requirements. Current methods for requirements prioritization in market-driven software development projects are neither sufficient nor proven. A prioritization technique that is more time-efficient, accurate, and easier to implement for large-scale projects than current practices is needed. We address these challenges with a prioritization method that incorporates the use of a linguistic tool and constraint solver. In this paper we propose a method, referred to as SNIPR, for requirements prioritization and selection based on natural language processing and satisfiability modulo theories solvers. We present a controlled experiment in which 40 systems engineers prioritized and selected 20 requirements from a list of 100 using SNIPR and the weighted sum model. Results show that the SNIPR method consumes less time, improves selection accuracy, and is easier to perform than the weighted sum model. These results motivate further research using linguistic tools and constraint solvers for the prioritization of large sets of requirements.","2015-12-01","2023-05-07 18:51:30","2023-05-07 18:51:30","2023-05-07 18:51:29","1721-1761","","6","20","","Empir Software Eng","","","","","","","","en","","","","","Springer Link","","","","","","","Requirements engineering; NLP; Requirements prioritization; Controlled experiment; Release planning; SMT solver","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XERMBC6Z","conferencePaper","2013","Di Nardo, Daniel; Alshahwan, Nadia; Briand, Lionel; Labiche, Yvan","Coverage-Based Test Case Prioritisation: An Industrial Case Study","Verification and Validation 2013 IEEE Sixth International Conference on Software Testing","","","10.1109/ICST.2013.27","","This paper presents an industrial case study of coverage-based prioritisation techniques on a real world system with real regression faults. The study evaluates four common and different test case prioritisation techniques and examines the effects of using various coverage criteria on the fault detection rates of the prioritised test suites. The results show that prioritisation techniques that are based on additional coverage with finer grained coverage criteria perform significantly better in fault detection rates. The study also reveals that using modification information does not significantly enhance fault detection rates.","2013-03","2023-05-07 18:52:28","2023-05-07 18:52:28","","302-311","","","","","","Coverage-Based Test Case Prioritisation","","","","","","","","","","","","IEEE Xplore","","ISSN: 2159-4848","","C:\Users\gabra\Zotero\storage\47WYYELN\6569742.html","","","Software; Testing; Measurement; Computer aided software engineering; test case prioritisation; regression testing; Data collection; Fault detection; industrial case study; Minimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Verification and Validation 2013 IEEE Sixth International Conference on Software Testing","","","","","","","","","","","","","","",""
"4JKKK9SE","conferencePaper","2014","Harman, M.; Jia, Y.; Krinke, J.; Langdon, W. B.; Petke, J.; Zhang, Y.","Search based software engineering for software product line engineering: a survey and directions for future work","Proceedings of the 18th International Software Product Line Conference - Volume 1","978-1-4503-2740-4","","10.1145/2648511.2648513","https://doi.org/10.1145/2648511.2648513","This paper presents a survey of work on Search Based Software Engineering (SBSE) for Software Product Lines (SPLs). We have attempted to be comprehensive, in the sense that we have sought to include all papers that apply computational search techniques to problems in software product line engineering. Having surveyed the recent explosion in SBSE for SPL research activity, we highlight some directions for future work. We focus on suggestions for the development of recent advances in genetic improvement, showing how these might be exploited by SPL researchers and practitioners: Genetic improvement may grow new products with new functional and non-functional features and graft these into SPLs. It may also merge and parameterise multiple branches to cope with SPL branchmania.","2014-09-15","2023-05-07 18:52:32","2023-05-07 18:52:32","2023-05-07","5–18","","","","","","Search based software engineering for software product line engineering","SPLC '14","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","genetic programming; program synthesis; SBSE; SPL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
